"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:2000722"	"regulation of cardiac vascular smooth muscle cell differentiation"	"BP"	2	1	0.294831925226477
"GO:1901301"	"regulation of cargo loading into COPII-coated vesicle"	"BP"	2	1	0.294831925226477
"GO:1904847"	"regulation of cell chemotaxis to fibroblast growth factor"	"BP"	2	1	0.294831925226477
"GO:0001560"	"regulation of cell growth by extracellular stimulus"	"BP"	2	1	0.294831925226477
"GO:2000282"	"regulation of cellular amino acid biosynthetic process"	"BP"	2	1	0.294831925226477
"GO:0031938"	"regulation of chromatin silencing at telomere"	"BP"	2	1	0.294831925226477
"GO:0045188"	"regulation of circadian sleep/wake cycle, non-REM sleep"	"BP"	2	1	0.294831925226477
"GO:0030450"	"regulation of complement activation, classical pathway"	"BP"	2	1	0.294831925226477
"GO:1903433"	"regulation of constitutive secretory pathway"	"BP"	2	1	0.294831925226477
"GO:1903850"	"regulation of cristae formation"	"BP"	2	1	0.294831925226477
"GO:1904875"	"regulation of DNA ligase activity"	"BP"	2	1	0.294831925226477
"GO:1902595"	"regulation of DNA replication origin binding"	"BP"	2	1	0.294831925226477
"GO:2000544"	"regulation of endothelial cell chemotaxis to fibroblast growth factor"	"BP"	2	1	0.294831925226477
"GO:1901074"	"regulation of engulfment of apoptotic cell"	"BP"	2	1	0.294831925226477
"GO:1902566"	"regulation of eosinophil activation"	"BP"	2	1	0.294831925226477
"GO:0043309"	"regulation of eosinophil degranulation"	"BP"	2	1	0.294831925226477
"GO:0090210"	"regulation of establishment of blood-brain barrier"	"BP"	2	1	0.294831925226477
"GO:0014052"	"regulation of gamma-aminobutyric acid secretion"	"BP"	2	1	0.294831925226477
"GO:1905333"	"regulation of gastric motility"	"BP"	2	1	0.294831925226477
"GO:1900169"	"regulation of glucocorticoid mediated signaling pathway"	"BP"	2	1	0.294831925226477
"GO:0090107"	"regulation of high-density lipoprotein particle assembly"	"BP"	2	1	0.294831925226477
"GO:0106014"	"regulation of inflammatory response to wounding"	"BP"	2	1	0.294831925226477
"GO:0050705"	"regulation of interleukin-1 alpha secretion"	"BP"	2	1	0.294831925226477
"GO:1905076"	"regulation of interleukin-17 secretion"	"BP"	2	1	0.294831925226477
"GO:0060730"	"regulation of intestinal epithelial structure maintenance"	"BP"	2	1	0.294831925226477
"GO:0034759"	"regulation of iron ion transmembrane transport"	"BP"	2	1	0.294831925226477
"GO:2000312"	"regulation of kainate selective glutamate receptor activity"	"BP"	2	1	0.294831925226477
"GO:1903487"	"regulation of lactation"	"BP"	2	1	0.294831925226477
"GO:0048378"	"regulation of lateral mesodermal cell fate specification"	"BP"	2	1	0.294831925226477
"GO:1903236"	"regulation of leukocyte tethering or rolling"	"BP"	2	1	0.294831925226477
"GO:1904059"	"regulation of locomotor rhythm"	"BP"	2	1	0.294831925226477
"GO:1901490"	"regulation of lymphangiogenesis"	"BP"	2	1	0.294831925226477
"GO:1904464"	"regulation of matrix metallopeptidase secretion"	"BP"	2	1	0.294831925226477
"GO:2001176"	"regulation of mediator complex assembly"	"BP"	2	1	0.294831925226477
"GO:1902630"	"regulation of membrane hyperpolarization"	"BP"	2	1	0.294831925226477
"GO:1902460"	"regulation of mesenchymal stem cell proliferation"	"BP"	2	1	0.294831925226477
"GO:2001074"	"regulation of metanephric ureteric bud development"	"BP"	2	1	0.294831925226477
"GO:1903108"	"regulation of mitochondrial transcription"	"BP"	2	1	0.294831925226477
"GO:1903436"	"regulation of mitotic cytokinetic process"	"BP"	2	1	0.294831925226477
"GO:1900623"	"regulation of monocyte aggregation"	"BP"	2	1	0.294831925226477
"GO:2000501"	"regulation of natural killer cell chemotaxis"	"BP"	2	1	0.294831925226477
"GO:1902996"	"regulation of neurofibrillary tangle assembly"	"BP"	2	1	0.294831925226477
"GO:0070948"	"regulation of neutrophil mediated cytotoxicity"	"BP"	2	1	0.294831925226477
"GO:1900107"	"regulation of nodal signaling pathway"	"BP"	2	1	0.294831925226477
"GO:1900175"	"regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry"	"BP"	2	1	0.294831925226477
"GO:1900145"	"regulation of nodal signaling pathway involved in determination of left/right asymmetry"	"BP"	2	1	0.294831925226477
"GO:1902366"	"regulation of Notch signaling pathway involved in somitogenesis"	"BP"	2	1	0.294831925226477
"GO:0070428"	"regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway"	"BP"	2	1	0.294831925226477
"GO:1900141"	"regulation of oligodendrocyte apoptotic process"	"BP"	2	1	0.294831925226477
"GO:0090289"	"regulation of osteoclast proliferation"	"BP"	2	1	0.294831925226477
"GO:0060278"	"regulation of ovulation"	"BP"	2	1	0.294831925226477
"GO:2000828"	"regulation of parathyroid hormone secretion"	"BP"	2	1	0.294831925226477
"GO:1905684"	"regulation of plasma membrane repair"	"BP"	2	1	0.294831925226477
"GO:1901629"	"regulation of presynaptic membrane organization"	"BP"	2	1	0.294831925226477
"GO:0099575"	"regulation of protein catabolic process at presynapse, modulating synaptic transmission"	"BP"	2	1	0.294831925226477
"GO:0150073"	"regulation of protein-glutamine gamma-glutamyltransferase activity"	"BP"	2	1	0.294831925226477
"GO:1900133"	"regulation of renin secretion into blood stream"	"BP"	2	1	0.294831925226477
"GO:2001228"	"regulation of response to gamma radiation"	"BP"	2	1	0.294831925226477
"GO:0099178"	"regulation of retrograde trans-synaptic signaling by endocanabinoid"	"BP"	2	1	0.294831925226477
"GO:2000298"	"regulation of Rho-dependent protein serine/threonine kinase activity"	"BP"	2	1	0.294831925226477
"GO:0046877"	"regulation of saliva secretion"	"BP"	2	1	0.294831925226477
"GO:0061088"	"regulation of sequestering of zinc ion"	"BP"	2	1	0.294831925226477
"GO:0008582"	"regulation of synaptic growth at neuromuscular junction"	"BP"	2	1	0.294831925226477
"GO:1904882"	"regulation of telomerase catalytic core complex assembly"	"BP"	2	1	0.294831925226477
"GO:2000843"	"regulation of testosterone secretion"	"BP"	2	1	0.294831925226477
"GO:0070494"	"regulation of thrombin-activated receptor signaling pathway"	"BP"	2	1	0.294831925226477
"GO:0034395"	"regulation of transcription from RNA polymerase II promoter in response to iron"	"BP"	2	1	0.294831925226477
"GO:0060849"	"regulation of transcription involved in lymphatic endothelial cell fate commitment"	"BP"	2	1	0.294831925226477
"GO:0070894"	"regulation of transposon integration"	"BP"	2	1	0.294831925226477
"GO:0097017"	"renal protein absorption"	"BP"	2	1	0.294831925226477
"GO:0072034"	"renal vesicle induction"	"BP"	2	1	0.294831925226477
"GO:0002018"	"renin-angiotensin regulation of aldosterone production"	"BP"	2	1	0.294831925226477
"GO:0034465"	"response to carbon monoxide"	"BP"	2	1	0.294831925226477
"GO:0010157"	"response to chlorate"	"BP"	2	1	0.294831925226477
"GO:0097338"	"response to clozapine"	"BP"	2	1	0.294831925226477
"GO:0071724"	"response to diacyl bacterial lipopeptide"	"BP"	2	1	0.294831925226477
"GO:0034285"	"response to disaccharide"	"BP"	2	1	0.294831925226477
"GO:0071105"	"response to interleukin-11"	"BP"	2	1	0.294831925226477
"GO:1903576"	"response to L-arginine"	"BP"	2	1	0.294831925226477
"GO:0006982"	"response to lipid hydroperoxide"	"BP"	2	1	0.294831925226477
"GO:0034699"	"response to luteinizing hormone"	"BP"	2	1	0.294831925226477
"GO:1904640"	"response to methionine"	"BP"	2	1	0.294831925226477
"GO:0071505"	"response to mycophenolic acid"	"BP"	2	1	0.294831925226477
"GO:1904383"	"response to sodium phosphate"	"BP"	2	1	0.294831925226477
"GO:0009744"	"response to sucrose"	"BP"	2	1	0.294831925226477
"GO:1904481"	"response to tetrahydrofolate"	"BP"	2	1	0.294831925226477
"GO:1904576"	"response to tunicamycin"	"BP"	2	1	0.294831925226477
"GO:0032571"	"response to vitamin K"	"BP"	2	1	0.294831925226477
"GO:0120127"	"response to zinc ion starvation"	"BP"	2	1	0.294831925226477
"GO:0060221"	"retinal rod cell differentiation"	"BP"	2	1	0.294831925226477
"GO:0034633"	"retinol transport"	"BP"	2	1	0.294831925226477
"GO:0021546"	"rhombomere development"	"BP"	2	1	0.294831925226477
"GO:0048769"	"sarcomerogenesis"	"BP"	2	1	0.294831925226477
"GO:0050975"	"sensory perception of touch"	"BP"	2	1	0.294831925226477
"GO:0032185"	"septin cytoskeleton organization"	"BP"	2	1	0.294831925226477
"GO:0031106"	"septin ring organization"	"BP"	2	1	0.294831925226477
"GO:0003285"	"septum secundum development"	"BP"	2	1	0.294831925226477
"GO:0007210"	"serotonin receptor signaling pathway"	"BP"	2	1	0.294831925226477
"GO:0016107"	"sesquiterpenoid catabolic process"	"BP"	2	1	0.294831925226477
"GO:0006714"	"sesquiterpenoid metabolic process"	"BP"	2	1	0.294831925226477
"GO:0015891"	"siderophore transport"	"BP"	2	1	0.294831925226477
"GO:0072434"	"signal transduction involved in mitotic G2 DNA damage checkpoint"	"BP"	2	1	0.294831925226477
"GO:0060921"	"sinoatrial node cell differentiation"	"BP"	2	1	0.294831925226477
"GO:0003163"	"sinoatrial node development"	"BP"	2	1	0.294831925226477
"GO:0014806"	"smooth muscle hyperplasia"	"BP"	2	1	0.294831925226477
"GO:0007525"	"somatic muscle development"	"BP"	2	1	0.294831925226477
"GO:0001757"	"somite specification"	"BP"	2	1	0.294831925226477
"GO:0006060"	"sorbitol metabolic process"	"BP"	2	1	0.294831925226477
"GO:0072086"	"specification of loop of Henle identity"	"BP"	2	1	0.294831925226477
"GO:0072081"	"specification of nephron tubule identity"	"BP"	2	1	0.294831925226477
"GO:0007284"	"spermatogonial cell division"	"BP"	2	1	0.294831925226477
"GO:0032918"	"spermidine acetylation"	"BP"	2	1	0.294831925226477
"GO:0120063"	"stomach smooth muscle contraction"	"BP"	2	1	0.294831925226477
"GO:0097532"	"stress response to acid chemical"	"BP"	2	1	0.294831925226477
"GO:0015770"	"sucrose transport"	"BP"	2	1	0.294831925226477
"GO:0021718"	"superior olivary nucleus development"	"BP"	2	1	0.294831925226477
"GO:0021722"	"superior olivary nucleus maturation"	"BP"	2	1	0.294831925226477
"GO:0071109"	"superior temporal gyrus development"	"BP"	2	1	0.294831925226477
"GO:0039507"	"suppression by virus of host molecular function"	"BP"	2	1	0.294831925226477
"GO:0016080"	"synaptic vesicle targeting"	"BP"	2	1	0.294831925226477
"GO:0022028"	"tangential migration from the subventricular zone to the olfactory bulb"	"BP"	2	1	0.294831925226477
"GO:1904868"	"telomerase catalytic core complex assembly"	"BP"	2	1	0.294831925226477
"GO:0031627"	"telomeric loop formation"	"BP"	2	1	0.294831925226477
"GO:0035990"	"tendon cell differentiation"	"BP"	2	1	0.294831925226477
"GO:0035992"	"tendon formation"	"BP"	2	1	0.294831925226477
"GO:0046247"	"terpene catabolic process"	"BP"	2	1	0.294831925226477
"GO:0042214"	"terpene metabolic process"	"BP"	2	1	0.294831925226477
"GO:0016115"	"terpenoid catabolic process"	"BP"	2	1	0.294831925226477
"GO:0046865"	"terpenoid transport"	"BP"	2	1	0.294831925226477
"GO:0035936"	"testosterone secretion"	"BP"	2	1	0.294831925226477
"GO:0046900"	"tetrahydrofolylpolyglutamate metabolic process"	"BP"	2	1	0.294831925226477
"GO:0016108"	"tetraterpenoid metabolic process"	"BP"	2	1	0.294831925226477
"GO:0006772"	"thiamine metabolic process"	"BP"	2	1	0.294831925226477
"GO:0030974"	"thiamine pyrophosphate transmembrane transport"	"BP"	2	1	0.294831925226477
"GO:0007356"	"thorax and anterior abdomen determination"	"BP"	2	1	0.294831925226477
"GO:0046105"	"thymidine biosynthetic process"	"BP"	2	1	0.294831925226477
"GO:0071847"	"TNFSF11-mediated signaling pathway"	"BP"	2	1	0.294831925226477
"GO:0034146"	"toll-like receptor 5 signaling pathway"	"BP"	2	1	0.294831925226477
"GO:0038124"	"toll-like receptor TLR6:TLR2 signaling pathway"	"BP"	2	1	0.294831925226477
"GO:0099557"	"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission"	"BP"	2	1	0.294831925226477
"GO:0070634"	"transepithelial ammonium transport"	"BP"	2	1	0.294831925226477
"GO:0035377"	"transepithelial water transport"	"BP"	2	1	0.294831925226477
"GO:0009386"	"translational attenuation"	"BP"	2	1	0.294831925226477
"GO:0006313"	"transposition, DNA-mediated"	"BP"	2	1	0.294831925226477
"GO:0070893"	"transposon integration"	"BP"	2	1	0.294831925226477
"GO:0003195"	"tricuspid valve formation"	"BP"	2	1	0.294831925226477
"GO:0001831"	"trophectodermal cellular morphogenesis"	"BP"	2	1	0.294831925226477
"GO:0019276"	"UDP-N-acetylgalactosamine metabolic process"	"BP"	2	1	0.294831925226477
"GO:0015862"	"uridine transport"	"BP"	2	1	0.294831925226477
"GO:0060157"	"urinary bladder development"	"BP"	2	1	0.294831925226477
"GO:0032796"	"uropod organization"	"BP"	2	1	0.294831925226477
"GO:0009099"	"valine biosynthetic process"	"BP"	2	1	0.294831925226477
"GO:0038190"	"VEGF-activated neuropilin signaling pathway"	"BP"	2	1	0.294831925226477
"GO:0055005"	"ventricular cardiac myofibril assembly"	"BP"	2	1	0.294831925226477
"GO:0042369"	"vitamin D catabolic process"	"BP"	2	1	0.294831925226477
"GO:0042365"	"water-soluble vitamin catabolic process"	"BP"	2	1	0.294831925226477
"GO:0038018"	"Wnt receptor catabolic process"	"BP"	2	1	0.294831925226477
"GO:0090244"	"Wnt signaling pathway involved in somitogenesis"	"BP"	2	1	0.294831925226477
"GO:0046209"	"nitric oxide metabolic process"	"BP"	51	10	0.294892104524993
"GO:2001169"	"regulation of ATP biosynthetic process"	"BP"	80	15	0.29513188870671
"GO:0120039"	"plasma membrane bounded cell projection morphogenesis"	"BP"	428	73	0.29656723234899
"GO:0048645"	"animal organ formation"	"BP"	34	7	0.297443915975295
"GO:0008206"	"bile acid metabolic process"	"BP"	34	7	0.297443915975295
"GO:0045197"	"establishment or maintenance of epithelial cell apical/basal polarity"	"BP"	34	7	0.297443915975295
"GO:0001541"	"ovarian follicle development"	"BP"	34	7	0.297443915975295
"GO:1903428"	"positive regulation of reactive oxygen species biosynthetic process"	"BP"	34	7	0.297443915975295
"GO:0003229"	"ventricular cardiac muscle tissue development"	"BP"	34	7	0.297443915975295
"GO:0060402"	"calcium ion transport into cytosol"	"BP"	86	16	0.297708140184856
"GO:0000302"	"response to reactive oxygen species"	"BP"	169	30	0.299004125993821
"GO:0007202"	"activation of phospholipase C activity"	"BP"	12	3	0.299847759092059
"GO:1990000"	"amyloid fibril formation"	"BP"	12	3	0.299847759092059
"GO:0007350"	"blastoderm segmentation"	"BP"	12	3	0.299847759092059
"GO:0072378"	"blood coagulation, fibrin clot formation"	"BP"	12	3	0.299847759092059
"GO:0042401"	"cellular biogenic amine biosynthetic process"	"BP"	12	3	0.299847759092059
"GO:0009109"	"coenzyme catabolic process"	"BP"	12	3	0.299847759092059
"GO:0061687"	"detoxification of inorganic compound"	"BP"	12	3	0.299847759092059
"GO:0001711"	"endodermal cell fate commitment"	"BP"	12	3	0.299847759092059
"GO:0006012"	"galactose metabolic process"	"BP"	12	3	0.299847759092059
"GO:0002467"	"germinal center formation"	"BP"	12	3	0.299847759092059
"GO:0006662"	"glycerol ether metabolic process"	"BP"	12	3	0.299847759092059
"GO:0046037"	"GMP metabolic process"	"BP"	12	3	0.299847759092059
"GO:0045109"	"intermediate filament organization"	"BP"	12	3	0.299847759092059
"GO:0070986"	"left/right axis specification"	"BP"	12	3	0.299847759092059
"GO:0098885"	"modification of postsynaptic actin cytoskeleton"	"BP"	12	3	0.299847759092059
"GO:0045683"	"negative regulation of epidermis development"	"BP"	12	3	0.299847759092059
"GO:0060192"	"negative regulation of lipase activity"	"BP"	12	3	0.299847759092059
"GO:1900025"	"negative regulation of substrate adhesion-dependent cell spreading"	"BP"	12	3	0.299847759092059
"GO:0060339"	"negative regulation of type I interferon-mediated signaling pathway"	"BP"	12	3	0.299847759092059
"GO:0036092"	"phosphatidylinositol-3-phosphate biosynthetic process"	"BP"	12	3	0.299847759092059
"GO:0090190"	"positive regulation of branching involved in ureteric bud morphogenesis"	"BP"	12	3	0.299847759092059
"GO:2000774"	"positive regulation of cellular senescence"	"BP"	12	3	0.299847759092059
"GO:0060252"	"positive regulation of glial cell proliferation"	"BP"	12	3	0.299847759092059
"GO:1900273"	"positive regulation of long-term synaptic potentiation"	"BP"	12	3	0.299847759092059
"GO:0050927"	"positive regulation of positive chemotaxis"	"BP"	12	3	0.299847759092059
"GO:0045761"	"regulation of adenylate cyclase activity"	"BP"	12	3	0.299847759092059
"GO:0010881"	"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion"	"BP"	12	3	0.299847759092059
"GO:1903429"	"regulation of cell maturation"	"BP"	12	3	0.299847759092059
"GO:0048070"	"regulation of developmental pigmentation"	"BP"	12	3	0.299847759092059
"GO:0051095"	"regulation of helicase activity"	"BP"	12	3	0.299847759092059
"GO:0032303"	"regulation of icosanoid secretion"	"BP"	12	3	0.299847759092059
"GO:0050926"	"regulation of positive chemotaxis"	"BP"	12	3	0.299847759092059
"GO:0048385"	"regulation of retinoic acid receptor signaling pathway"	"BP"	12	3	0.299847759092059
"GO:0042762"	"regulation of sulfur metabolic process"	"BP"	12	3	0.299847759092059
"GO:1905562"	"regulation of vascular endothelial cell proliferation"	"BP"	12	3	0.299847759092059
"GO:1903350"	"response to dopamine"	"BP"	12	3	0.299847759092059
"GO:0017085"	"response to insecticide"	"BP"	12	3	0.299847759092059
"GO:0051775"	"response to redox state"	"BP"	12	3	0.299847759092059
"GO:0030431"	"sleep"	"BP"	12	3	0.299847759092059
"GO:0060831"	"smoothened signaling pathway involved in dorsal/ventral neural tube patterning"	"BP"	12	3	0.299847759092059
"GO:0002507"	"tolerance induction"	"BP"	12	3	0.299847759092059
"GO:0070914"	"UV-damage excision repair"	"BP"	12	3	0.299847759092059
"GO:0101023"	"vascular endothelial cell proliferation"	"BP"	12	3	0.299847759092059
"GO:0050806"	"positive regulation of synaptic transmission"	"BP"	92	17	0.299912706837075
"GO:0042632"	"cholesterol homeostasis"	"BP"	57	11	0.299954462264751
"GO:0045913"	"positive regulation of carbohydrate metabolic process"	"BP"	57	11	0.299954462264751
"GO:0055024"	"regulation of cardiac muscle tissue development"	"BP"	57	11	0.299954462264751
"GO:0055092"	"sterol homeostasis"	"BP"	57	11	0.299954462264751
"GO:0042391"	"regulation of membrane potential"	"BP"	205	36	0.30025107054218
"GO:0018105"	"peptidyl-serine phosphorylation"	"BP"	211	37	0.300290694526859
"GO:0030203"	"glycosaminoglycan metabolic process"	"BP"	98	18	0.30180395197762
"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	"BP"	98	18	0.30180395197762
"GO:0008217"	"regulation of blood pressure"	"BP"	98	18	0.30180395197762
"GO:0009150"	"purine ribonucleotide metabolic process"	"BP"	435	74	0.303547451551317
"GO:0065007"	"biological regulation"	"BP"	7893	1276	0.303856527161908
"GO:0071354"	"cellular response to interleukin-6"	"BP"	23	5	0.303884402691961
"GO:0048821"	"erythrocyte development"	"BP"	23	5	0.303884402691961
"GO:1905332"	"positive regulation of morphogenesis of an epithelium"	"BP"	23	5	0.303884402691961
"GO:0043268"	"positive regulation of potassium ion transport"	"BP"	23	5	0.303884402691961
"GO:0045124"	"regulation of bone resorption"	"BP"	23	5	0.303884402691961
"GO:0010837"	"regulation of keratinocyte proliferation"	"BP"	23	5	0.303884402691961
"GO:0035282"	"segmentation"	"BP"	63	12	0.30409260939201
"GO:0030837"	"negative regulation of actin filament polymerization"	"BP"	40	8	0.305748750651017
"GO:0045428"	"regulation of nitric oxide biosynthetic process"	"BP"	40	8	0.305748750651017
"GO:0001890"	"placenta development"	"BP"	116	21	0.306022894006388
"GO:0050796"	"regulation of insulin secretion"	"BP"	122	22	0.307049304926048
"GO:0072332"	"intrinsic apoptotic signaling pathway by p53 class mediator"	"BP"	69	13	0.307508751880498
"GO:0062014"	"negative regulation of small molecule metabolic process"	"BP"	69	13	0.307508751880498
"GO:0007009"	"plasma membrane organization"	"BP"	69	13	0.307508751880498
"GO:0006954"	"inflammatory response"	"BP"	393	67	0.307568348858315
"GO:0019637"	"organophosphate metabolic process"	"BP"	931	155	0.309072055740637
"GO:0043470"	"regulation of carbohydrate catabolic process"	"BP"	75	14	0.310349581186921
"GO:0010721"	"negative regulation of cell development"	"BP"	212	37	0.311100257042789
"GO:0009953"	"dorsal/ventral pattern formation"	"BP"	46	9	0.31210680196764
"GO:1903670"	"regulation of sprouting angiogenesis"	"BP"	46	9	0.31210680196764
"GO:0014909"	"smooth muscle cell migration"	"BP"	46	9	0.31210680196764
"GO:0150094"	"amyloid-beta clearance by cellular catabolic process"	"BP"	7	2	0.312157410625686
"GO:0003190"	"atrioventricular valve formation"	"BP"	7	2	0.312157410625686
"GO:0031223"	"auditory behavior"	"BP"	7	2	0.312157410625686
"GO:0002093"	"auditory receptor cell morphogenesis"	"BP"	7	2	0.312157410625686
"GO:0060088"	"auditory receptor cell stereocilium organization"	"BP"	7	2	0.312157410625686
"GO:0044848"	"biological phase"	"BP"	7	2	0.312157410625686
"GO:0072203"	"cell proliferation involved in metanephros development"	"BP"	7	2	0.312157410625686
"GO:0071455"	"cellular response to hyperoxia"	"BP"	7	2	0.312157410625686
"GO:0071281"	"cellular response to iron ion"	"BP"	7	2	0.312157410625686
"GO:0071493"	"cellular response to UV-B"	"BP"	7	2	0.312157410625686
"GO:0046068"	"cGMP metabolic process"	"BP"	7	2	0.312157410625686
"GO:0048875"	"chemical homeostasis within a tissue"	"BP"	7	2	0.312157410625686
"GO:0022410"	"circadian sleep/wake cycle process"	"BP"	7	2	0.312157410625686
"GO:0050802"	"circadian sleep/wake cycle, sleep"	"BP"	7	2	0.312157410625686
"GO:0072044"	"collecting duct development"	"BP"	7	2	0.312157410625686
"GO:0070593"	"dendrite self-avoidance"	"BP"	7	2	0.312157410625686
"GO:0009120"	"deoxyribonucleoside metabolic process"	"BP"	7	2	0.312157410625686
"GO:0050961"	"detection of temperature stimulus involved in sensory perception"	"BP"	7	2	0.312157410625686
"GO:0050965"	"detection of temperature stimulus involved in sensory perception of pain"	"BP"	7	2	0.312157410625686
"GO:0048262"	"determination of dorsal/ventral asymmetry"	"BP"	7	2	0.312157410625686
"GO:0048557"	"embryonic digestive tract morphogenesis"	"BP"	7	2	0.312157410625686
"GO:0060272"	"embryonic skeletal joint morphogenesis"	"BP"	7	2	0.312157410625686
"GO:0051643"	"endoplasmic reticulum localization"	"BP"	7	2	0.312157410625686
"GO:0070341"	"fat cell proliferation"	"BP"	7	2	0.312157410625686
"GO:0021877"	"forebrain neuron fate commitment"	"BP"	7	2	0.312157410625686
"GO:0097154"	"GABAergic neuron differentiation"	"BP"	7	2	0.312157410625686
"GO:0019673"	"GDP-mannose metabolic process"	"BP"	7	2	0.312157410625686
"GO:0006704"	"glucocorticoid biosynthetic process"	"BP"	7	2	0.312157410625686
"GO:0032274"	"gonadotropin secretion"	"BP"	7	2	0.312157410625686
"GO:0044851"	"hair cycle phase"	"BP"	7	2	0.312157410625686
"GO:0042538"	"hyperosmotic salinity response"	"BP"	7	2	0.312157410625686
"GO:0090594"	"inflammatory response to wounding"	"BP"	7	2	0.312157410625686
"GO:0036159"	"inner dynein arm assembly"	"BP"	7	2	0.312157410625686
"GO:0048291"	"isotype switching to IgG isotypes"	"BP"	7	2	0.312157410625686
"GO:0070307"	"lens fiber cell development"	"BP"	7	2	0.312157410625686
"GO:0033327"	"Leydig cell differentiation"	"BP"	7	2	0.312157410625686
"GO:0035641"	"locomotory exploration behavior"	"BP"	7	2	0.312157410625686
"GO:0044803"	"multi-organism membrane organization"	"BP"	7	2	0.312157410625686
"GO:0051126"	"negative regulation of actin nucleation"	"BP"	7	2	0.312157410625686
"GO:0032099"	"negative regulation of appetite"	"BP"	7	2	0.312157410625686
"GO:0046851"	"negative regulation of bone remodeling"	"BP"	7	2	0.312157410625686
"GO:0060457"	"negative regulation of digestive system process"	"BP"	7	2	0.312157410625686
"GO:0050713"	"negative regulation of interleukin-1 beta secretion"	"BP"	7	2	0.312157410625686
"GO:0010985"	"negative regulation of lipoprotein particle clearance"	"BP"	7	2	0.312157410625686
"GO:0045653"	"negative regulation of megakaryocyte differentiation"	"BP"	7	2	0.312157410625686
"GO:0051045"	"negative regulation of membrane protein ectodomain proteolysis"	"BP"	7	2	0.312157410625686
"GO:0032096"	"negative regulation of response to food"	"BP"	7	2	0.312157410625686
"GO:0090209"	"negative regulation of triglyceride metabolic process"	"BP"	7	2	0.312157410625686
"GO:0001840"	"neural plate development"	"BP"	7	2	0.312157410625686
"GO:0042473"	"outer ear morphogenesis"	"BP"	7	2	0.312157410625686
"GO:0006107"	"oxaloacetate metabolic process"	"BP"	7	2	0.312157410625686
"GO:0034983"	"peptidyl-lysine deacetylation"	"BP"	7	2	0.312157410625686
"GO:0018401"	"peptidyl-proline hydroxylation to 4-hydroxy-L-proline"	"BP"	7	2	0.312157410625686
"GO:0048935"	"peripheral nervous system neuron development"	"BP"	7	2	0.312157410625686
"GO:0048934"	"peripheral nervous system neuron differentiation"	"BP"	7	2	0.312157410625686
"GO:0035845"	"photoreceptor cell outer segment organization"	"BP"	7	2	0.312157410625686
"GO:0060155"	"platelet dense granule organization"	"BP"	7	2	0.312157410625686
"GO:0072386"	"plus-end-directed organelle transport along microtubule"	"BP"	7	2	0.312157410625686
"GO:0072383"	"plus-end-directed vesicle transport along microtubule"	"BP"	7	2	0.312157410625686
"GO:1903961"	"positive regulation of anion transmembrane transport"	"BP"	7	2	0.312157410625686
"GO:0033240"	"positive regulation of cellular amine metabolic process"	"BP"	7	2	0.312157410625686
"GO:0051096"	"positive regulation of helicase activity"	"BP"	7	2	0.312157410625686
"GO:0090240"	"positive regulation of histone H4 acetylation"	"BP"	7	2	0.312157410625686
"GO:0051712"	"positive regulation of killing of cells of other organism"	"BP"	7	2	0.312157410625686
"GO:0051351"	"positive regulation of ligase activity"	"BP"	7	2	0.312157410625686
"GO:1902857"	"positive regulation of non-motile cilium assembly"	"BP"	7	2	0.312157410625686
"GO:2000096"	"positive regulation of Wnt signaling pathway, planar cell polarity pathway"	"BP"	7	2	0.312157410625686
"GO:0031077"	"post-embryonic camera-type eye development"	"BP"	7	2	0.312157410625686
"GO:0010958"	"regulation of amino acid import across plasma membrane"	"BP"	7	2	0.312157410625686
"GO:0045073"	"regulation of chemokine biosynthetic process"	"BP"	7	2	0.312157410625686
"GO:0003352"	"regulation of cilium movement"	"BP"	7	2	0.312157410625686
"GO:0032071"	"regulation of endodeoxyribonuclease activity"	"BP"	7	2	0.312157410625686
"GO:1901201"	"regulation of extracellular matrix assembly"	"BP"	7	2	0.312157410625686
"GO:0070344"	"regulation of fat cell proliferation"	"BP"	7	2	0.312157410625686
"GO:0048819"	"regulation of hair follicle maturation"	"BP"	7	2	0.312157410625686
"GO:2000665"	"regulation of interleukin-13 secretion"	"BP"	7	2	0.312157410625686
"GO:0031392"	"regulation of prostaglandin biosynthetic process"	"BP"	7	2	0.312157410625686
"GO:0002643"	"regulation of tolerance induction"	"BP"	7	2	0.312157410625686
"GO:0034135"	"regulation of toll-like receptor 2 signaling pathway"	"BP"	7	2	0.312157410625686
"GO:2001279"	"regulation of unsaturated fatty acid biosynthetic process"	"BP"	7	2	0.312157410625686
"GO:0052173"	"response to defenses of other organism involved in symbiotic interaction"	"BP"	7	2	0.312157410625686
"GO:0051593"	"response to folic acid"	"BP"	7	2	0.312157410625686
"GO:0075136"	"response to host"	"BP"	7	2	0.312157410625686
"GO:0052200"	"response to host defenses"	"BP"	7	2	0.312157410625686
"GO:0070673"	"response to interleukin-18"	"BP"	7	2	0.312157410625686
"GO:0071107"	"response to parathyroid hormone"	"BP"	7	2	0.312157410625686
"GO:0002138"	"retinoic acid biosynthetic process"	"BP"	7	2	0.312157410625686
