"Comparison"	"GeneID"	"SYMBOL"	"TXCHROM"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"PD_CR"	9358	"ITGBL1"	"chr13"	-2.56993183124765	4.34685813124453	-4.19807550607933	0.000621090322710726	0.0116543339915307
"PD_CR"	399959	"MIR100HG"	"chr11"	-3.23905676699296	1.70589696616358	-4.19671394594501	0.000622904912875429	0.011672840468405
"PD_CR"	26137	"ZBTB20"	"chr3"	-2.37453753879545	5.89187265835606	-4.19417636609846	0.000626301149398107	0.0117138881653345
"PD_CR"	5725	"PTBP1"	"chr19"	1.41650885784131	7.54304313378088	4.19383619105682	0.000626757853864761	0.0117138881653345
"PD_CR"	1207	"CLNS1A"	"chr11"	1.48387993967272	6.39911540589305	4.19298999419864	0.000627895384077729	0.0117196049700972
"PD_CR"	55337	"C19orf66"	"chr19"	-2.39687569567515	4.00377617100641	-4.19207600054633	0.000629126399821323	0.0117270492411139
"PD_CR"	4131	"MAP1B"	"chr5"	-2.3314744511256	6.52344423849038	-4.19039818840388	0.000631392527816311	0.0117478717143695
"PD_CR"	22878	"TRAPPC8"	"chr18"	-2.10347481314474	3.54123439571348	-4.19001533482578	0.000631910783387176	0.0117478717143695
"PD_CR"	25824	"PRDX5"	"chr11"	2.0765685199733	6.3385656821293	4.18839850402304	0.000634104182865664	0.0117664569532914
"PD_CR"	149345	"SHISA4"	"chr1"	-3.40790251518757	2.41230050841859	-4.18782107617294	0.000634889389588732	0.0117664569532914
"PD_CR"	6144	"RPL21"	"chr13"	1.2477953122464	10.419654428942	4.18690235170992	0.000636140732032799	0.0117664569532914
"PD_CR"	56034	"PDGFC"	"chr4"	-3.2266019933909	4.28736307343977	-4.18682194445346	0.00063625036889072	0.0117664569532914
"PD_CR"	2762	"GMDS"	"chr6"	3.15548099889435	6.67358616584794	4.18360961390081	0.000640646119816465	0.0118322216519707
"PD_CR"	10014	"HDAC5"	"chr17"	-1.82868902223221	4.08882538995426	-4.18114638152514	0.000644037610771891	0.0118659241701536
"PD_CR"	22797	"TFEC"	"chr7"	-3.25792555865495	2.78616272885114	-4.18061434224917	0.000644772529067045	0.0118659241701536
"PD_CR"	4211	"MEIS1"	"chr2"	-3.05376399931282	2.06392595976089	-4.18020472950854	0.000645338914755878	0.0118659241701536
"PD_CR"	66036	"MTMR9"	"chr8"	-2.00487477696012	3.94494598106025	-4.17984333444356	0.000645839046161496	0.0118659241701536
"PD_CR"	8418	"CMAHP"	"chr6"	-4.15413790083579	0.983614448750879	-4.17868275917151	0.000647447809210699	0.0118799928742151
"PD_CR"	93349	"SP140L"	"chr2"	-1.71786926127768	4.87317347638121	-4.17543219757043	0.000651975276831901	0.0119475105346101
"PD_CR"	10013	"HDAC6"	"chrX"	-2.04270282886995	6.15332240790256	-4.17147824632424	0.000657525643316994	0.0120335732021079
"PD_CR"	3930	"LBR"	"chr1"	1.6696045778596	7.2164992767151	4.17028478148293	0.000659210344876454	0.0120487576913087
"PD_CR"	717	"C2"	"chr6"	-2.41722221086749	4.94986763289176	-4.16873109695987	0.000661410078394068	0.012066943383008
"PD_CR"	1953	"MEGF6"	"chr1"	-1.54160144938009	4.55316680994364	-4.16837315282132	0.00066191791335972	0.012066943383008
"PD_CR"	168537	"GIMAP7"	"chr7"	-3.41159220105221	3.58969546752915	-4.16770002738541	0.000662873981776532	0.0120687598852647
"PD_CR"	2273	"FHL1"	"chrX"	-2.66378500813278	3.30807429503603	-4.16455960771156	0.00066735294520684	0.0121215406489578
"PD_CR"	26002	"MOXD1"	"chr6"	-4.10003320486146	2.57949056587199	-4.16446154492133	0.000667493297160887	0.0121215406489578
"PD_CR"	94274	"PPP1R14A"	"chr19"	-3.37244568279855	2.80323337473225	-4.16368727833604	0.000668602511889769	0.0121260573971051
"PD_CR"	1003	"CDH5"	"chr16"	-2.4234881236636	2.44818184026145	-4.16106977969775	0.00067236616461587	0.0121786426629394
"PD_CR"	8925	"HERC1"	"chr15"	-1.500098061101	5.88508789284315	-4.16007328751004	0.000673804627261327	0.0121890305614462
"PD_CR"	1457	"CSNK2A1"	"chr20"	1.37096071386761	6.49419767655335	4.15706128622415	0.000678171479110262	0.0122522980559254
"PD_CR"	84262	"PSMG3"	"chr7"	2.26891173597339	6.4017139553857	4.15612062618141	0.000679541120739684	0.0122613232694797
"PD_CR"	56999	"ADAMTS9"	"chr3"	-2.91898247252194	2.76795701300572	-4.1551397178149	0.000680972345138463	0.0122714351505003
"PD_CR"	2099	"ESR1"	"chr6"	-5.19963685733622	2.48353278759206	-4.15442454332008	0.000682017763462981	0.0122745776790809
"PD_CR"	155038	"GIMAP8"	"chr7"	-4.93370756304302	2.58241373193557	-4.15101163276851	0.000687029038497109	0.0123398189087144
"PD_CR"	23129	"PLXND1"	"chr3"	-2.69262312425272	5.22196153845538	-4.15076398449595	0.000687394113208971	0.0123398189087144
"PD_CR"	2963	"GTF2F2"	"chr13"	1.99798187911664	5.33822791547184	4.14864408048998	0.000690527241163547	0.0123802924713444
"PD_CR"	116447	"TOP1MT"	"chr8"	2.07619687765268	5.99845611724841	4.14646540654039	0.00069376227498904	0.0123868373167666
"PD_CR"	27327	"TNRC6A"	"chr16"	-1.52845947037932	7.38749282685238	-4.1459931036642	0.000694465598937497	0.0123868373167666
"PD_CR"	55159	"RFWD3"	"chr16"	1.74364476342671	5.13914212801906	4.14558698779216	0.000695070937737639	0.0123868373167666
"PD_CR"	8740	"TNFSF14"	"chr19"	-4.85625703163859	2.72807949824738	-4.14496019292143	0.000696006258353158	0.0123868373167666
"PD_CR"	6948	"TCN2"	"chr22"	-3.34204353435949	3.61537700632252	-4.14491322369212	0.000696076398362577	0.0123868373167666
"PD_CR"	196403	"DTX3"	"chr12"	-4.32453967063987	1.29086702366821	-4.14479212363885	0.000696257272253995	0.0123868373167666
"PD_CR"	942	"CD86"	"chr3"	-2.94251163175433	3.07371599636068	-4.14403543116689	0.000697388537522781	0.0123868373167666
"PD_CR"	3178	"HNRNPA1"	"chr12"	1.3565727292146	8.86972204423258	4.14367751695374	0.000697924271183132	0.0123868373167666
"PD_CR"	55111	"PLEKHJ1"	"chr19"	1.52112993092407	6.47463848392559	4.14125780324898	0.000701557081685923	0.0124345310424848
"PD_CR"	9144	"SYNGR2"	"chr17"	1.53547944969538	9.03365046629924	4.14071390038488	0.000702376292209617	0.0124345310424848
"PD_CR"	112770	"GLMP"	"chr1"	-1.11930273793764	5.53575736602996	-4.14011716569937	0.000703276189028349	0.0124348407224435
"PD_CR"	375287	"RBM43"	"chr2"	-2.95830319878057	3.59534830157055	-4.13891730552989	0.000705089149687947	0.0124484003938536
"PD_CR"	9659	"PDE4DIP"	"chr1"	-2.11270378189413	5.26509002395033	-4.13844121816105	0.000705809815121275	0.0124484003938536
"PD_CR"	7454	"WAS"	"chrX"	-3.31692421088069	2.92183874050839	-4.13586336840098	0.000709724922061247	0.0124910944109665
"PD_CR"	3092	"HIP1"	"chr7"	-2.02367315639677	5.28520178452815	-4.1356806163315	0.000710003308485959	0.0124910944109665
"PD_CR"	3608	"ILF2"	"chr1"	1.23428807059281	6.61783041210232	4.1348576329854	0.000711258328263808	0.0124975715235581
"PD_CR"	2947	"GSTM3"	"chr1"	-2.38151855234753	4.03377181050231	-4.13407852010763	0.000712448513380785	0.0125028947080473
"PD_CR"	4782	"NFIC"	"chr19"	-2.50231907833013	4.60886727146027	-4.13296265850773	0.000714156628305566	0.0125172825946294
"PD_CR"	388677	"NOTCH2NLA"	"chr1"	-2.20141531020118	4.73687578863781	-4.13137815229032	0.000716589239702022	0.012544317473144
"PD_CR"	7148	"TNXB"	"chr6"	-3.3955934691605	2.83213675006021	-4.12970250999532	0.000719170879979289	0.0125738908693153
"PD_CR"	5305	"PIP4K2A"	"chr10"	-1.62255180176119	4.38933444870652	-4.12782227412458	0.000722078928915807	0.0125837633366882
"PD_CR"	221395	"ADGRF5"	"chr6"	-2.46386408356989	3.8936560487779	-4.12763350263849	0.00072237154623433	0.0125837633366882
"PD_CR"	57494	"RIMKLB"	"chr12"	-3.34177246899566	1.54594540756683	-4.12704963512572	0.000723277366224963	0.0125837633366882
"PD_CR"	5332	"PLCB4"	"chr20"	3.0321788118808	5.74905259429396	4.12649564474244	0.000724137895744364	0.0125837633366882
"PD_CR"	11213	"IRAK3"	"chr12"	-2.80912010341956	3.23607812340451	-4.126455430434	0.000724200402075936	0.0125837633366882
"PD_CR"	29940	"DSE"	"chr6"	-2.87061699572985	3.73515740545509	-4.12470463484858	0.000726927010195904	0.0126146516249981
"PD_CR"	6631	"SNRPC"	"chr6"	1.56810570938225	7.20503570109448	4.12402932850086	0.000727981471509542	0.0126146516249981
"PD_CR"	10859	"LILRB1"	"chr19"	-2.76818804508194	2.93886146205248	-4.12359304746446	0.000728663527018764	0.0126146516249981
"PD_CR"	6196	"RPS6KA2"	"chr6"	-2.73347896440512	4.2886871625053	-4.11981461813633	0.000734597576187099	0.0126866404614106
"PD_CR"	64221	"ROBO3"	"chr11"	-3.26135041004962	2.23907889728303	-4.11906379428456	0.000735782553803916	0.0126866404614106
"PD_CR"	2101	"ESRRA"	"chr11"	2.27956958035164	5.77573330211062	4.118706141575	0.000736347693347583	0.0126866404614106
"PD_CR"	25960	"ADGRA2"	"chr8"	-2.77668825664042	4.64856156009314	-4.11817493314466	0.000737187883972194	0.0126866404614106
"PD_CR"	5834	"PYGB"	"chr20"	2.95059402784953	7.08905083653855	4.11808943696681	0.000737323200248034	0.0126866404614106
"PD_CR"	379013	"RNF138P1"	"chr5"	-2.97301214240513	1.04701176127656	-4.11604481920469	0.000740566739630727	0.0127269103596051
"PD_CR"	55246	"CCDC25"	"chr8"	-1.25041585653787	5.93052123106522	-4.11485359785558	0.000742463111343625	0.0127335861385222
"PD_CR"	9332	"CD163"	"chr12"	-3.32632300579683	4.53013853035359	-4.11414441514293	0.000743594428097444	0.0127335861385222
"PD_CR"	400713	"ZNF880"	"chr19"	-3.32453998471344	1.004114290834	-4.11389795008079	0.000743988006762368	0.0127335861385222
"PD_CR"	10806	"SDCCAG8"	"chr1"	-1.40834203110767	5.96483027510613	-4.1135339806646	0.000744569612414298	0.0127335861385222
"PD_CR"	577	"ADGRB3"	"chr6"	-5.08754214608031	0.372170897162999	-4.10972516482676	0.000750683542332598	0.0127955180367508
"PD_CR"	84627	"ZNF469"	"chr16"	-2.84841219984862	2.53786305564204	-4.10963687536185	0.000750825864913701	0.0127955180367508
"PD_CR"	2081	"ERN1"	"chr17"	-2.96061235254351	1.24076067893937	-4.1095816228468	0.000750914945812726	0.0127955180367508
"PD_CR"	6503	"SLA"	"chr8"	-3.33682003787797	5.11617285718771	-4.10726308965313	0.000754662642694962	0.0128438477788133
"PD_CR"	994	"CDC25B"	"chr20"	1.84667666634421	6.71248248467823	4.10463650169353	0.00075893111589731	0.0129009134924305
"PD_CR"	23480	"SEC61G"	"chr7"	2.16367631852459	7.53621438323937	4.10295747921868	0.000761672468390877	0.0129235260349227
"PD_CR"	359948	"IRF2BP2"	"chr1"	1.02806162980541	8.40159621487611	4.10220477573636	0.000762904658008346	0.0129235260349227
"PD_CR"	60481	"ELOVL5"	"chr6"	-2.46159945803969	3.63737183273692	-4.10208604110081	0.000763099212596955	0.0129235260349227
"PD_CR"	9728	"SECISBP2L"	"chr15"	-1.48094756005894	5.70548378379926	-4.10157955319774	0.000763929689688519	0.0129235260349227
"PD_CR"	122953	"JDP2"	"chr14"	-1.65828728346191	5.1833433162787	-4.10080501257889	0.000765201452797113	0.0129295190321546
"PD_CR"	4001	"LMNB1"	"chr5"	3.70907930676494	4.99568298450805	4.09989477451353	0.000766698759040579	0.0129393040867064
"PD_CR"	10863	"ADAM28"	"chr8"	-3.44751196064451	3.85102520944495	-4.09776894185118	0.000770207207840744	0.0129799379817285
"PD_CR"	4121	"MAN1A1"	"chr6"	-2.16506222454825	5.08079214416337	-4.09732095284854	0.00077094862976914	0.0129799379817285
"PD_CR"	4671	"NAIP"	"chr5"	-2.53829447685133	2.77992768308267	-4.09535261731381	0.000774214776610217	0.0130173360205391
"PD_CR"	51312	"SLC25A37"	"chr8"	-2.02067510121417	4.9148590991351	-4.09487021385114	0.000775017380161248	0.0130173360205391
"PD_CR"	10402	"ST3GAL6"	"chr3"	-5.21379915840755	1.98435498187179	-4.09372613838159	0.000776924208349764	0.0130317236413094
"PD_CR"	10516	"FBLN5"	"chr14"	-4.02274619524233	3.42915129607528	-4.09324741475859	0.000777723501443457	0.0130317236413094
"PD_CR"	84547	"PGBD1"	"chr6"	-3.51728084564046	1.70204255800773	-4.09006686841768	0.000783054977163213	0.0131053920305167
"PD_CR"	389432	"SAMD5"	"chr6"	-3.80535511832965	4.41120161107405	-4.08951729218142	0.000783979951868125	0.0131053920305167
"PD_CR"	126433	"FBXO27"	"chr19"	-4.02148107898961	0.689916990694422	-4.08438280815977	0.000792675127452802	0.0132350449005508
"PD_CR"	26292	"MYCBP"	"chr1"	1.82217426278281	4.67616180556441	4.08204383247202	0.000796668370759102	0.0132859771369672
"PD_CR"	5764	"PTN"	"chr7"	-3.49584146804289	2.45819516385366	-4.07998222809615	0.000800204907145682	0.0133291815029515
"PD_CR"	55752	"SEPT11"	"chr4"	-1.35007547820677	8.08951951265398	-4.07844801614468	0.000802847022463035	0.0133500383922471
"PD_CR"	79987	"SVEP1"	"chr9"	-2.90836342086123	2.02167596185609	-4.07808344744277	0.000803476151885734	0.0133500383922471
"PD_CR"	1018	"CDK3"	"chr17"	-1.73358292770172	4.23623083844867	-4.0776070124819	0.000804299077137227	0.0133500383922471
"PD_CR"	642	"BLMH"	"chr17"	-2.66276802490557	5.23670598378094	-4.07653987946339	0.00080614537802573	0.0133649419613395
"PD_CR"	100505630	NA	NA	-2.5444659130708	4.01497689368178	-4.07000031525414	0.000817553635007144	0.0135381502050772
"PD_CR"	92999	"ZBTB47"	"chr3"	-2.30579527013897	3.43227351335521	-4.06874355563512	0.000819764649183806	0.0135588303242937
"PD_CR"	1329	"COX5B"	"chr2"	1.47625858654541	7.25060739701303	4.06507112132332	0.000826260202646503	0.0136502447546243
"PD_CR"	4288	"MKI67"	"chr10"	3.57802394520082	6.25917198953932	4.06313680045384	0.00082970236029885	0.0136757540255725
"PD_CR"	22885	"ABLIM3"	"chr5"	-2.9683539523978	3.46797766705678	-4.06311276447037	0.000829745223663388	0.0136757540255725
"PD_CR"	152273	"FGD5"	"chr3"	-3.2128202068566	3.02442260851625	-4.06223295334264	0.000831315729713088	0.0136856323167253
"PD_CR"	57337	"SENP7"	"chr3"	-2.58170197960047	5.55732900612667	-4.06147391757475	0.000832673056210884	0.0136919821565038
"PD_CR"	10653	"SPINT2"	"chr19"	2.66426354242065	6.33044670122545	4.06013759754908	0.000835068134042381	0.0137002698802494
"PD_CR"	100131754	NA	NA	-1.46019858918762	12.8024597974033	-4.05977141154618	0.000835725659656346	0.0137002698802494
"PD_CR"	647135	"SRGAP2B"	NA	-2.51841424609925	4.01615003524569	-4.05956658395453	0.000836093677051835	0.0137002698802494
"PD_CR"	79048	"SECISBP2"	"chr9"	1.78436513023884	5.24463987402923	4.05790076717926	0.000839092759943785	0.0137334438712286
"PD_CR"	643977	"FLJ32255"	NA	-2.9023108486105	2.50950990680344	-4.05487982213813	0.000844559295389316	0.0138068788754365
"PD_CR"	90639	"COX19"	"chr7"	1.54341274303354	5.70578068247442	4.0533003130469	0.000847431780666458	0.0138167513720761
"PD_CR"	10778	"ZNF271P"	"chr18"	-1.44709664834217	5.11900224556978	-4.05322508919105	0.000847568827961606	0.0138167513720761
"PD_CR"	6161	"RPL32"	"chr3"	1.41866899489166	10.3585117220984	4.05293113050229	0.000848104593872111	0.0138167513720761
"PD_CR"	1820	"ARID3A"	"chr19"	2.61487433796594	5.90325691914735	4.05082639905568	0.000851950650336499	0.0138506562731008
"PD_CR"	23380	"SRGAP2"	"chr1"	-2.17879702776446	3.51698780974719	-4.0504513033878	0.000852637922388845	0.0138506562731008
"PD_CR"	3799	"KIF5B"	"chr10"	1.27047623621016	8.38995574958075	4.05018054059674	0.000853134377309926	0.0138506562731008
"PD_CR"	7386	"UQCRFS1"	"chr19"	2.57693860055597	5.70942485983306	4.04672921766824	0.00085948813411965	0.0139377523429391
"PD_CR"	10457	"GPNMB"	"chr7"	-3.28314176663622	6.02263379912156	-4.04581273287265	0.000861183356170783	0.0139491906381134
"PD_CR"	2124	"EVI2B"	"chr17"	-3.5977643548806	3.58262619848868	-4.04349805224027	0.000865479854935399	0.0139932631461354
"PD_CR"	3556	"IL1RAP"	"chr3"	-2.69847240534215	3.45348063707017	-4.04327756197109	0.000865890254288253	0.0139932631461354
"PD_CR"	6138	"RPL15"	"chr3"	1.67187756048415	9.5869941375789	4.04246944206158	0.000867396089944653	0.0140015414656358
"PD_CR"	22846	"VASH1"	"chr14"	-2.82404413258949	3.01326641783263	-4.04112380093162	0.000869909396984822	0.014026044876785
"PD_CR"	50618	"ITSN2"	"chr2"	-1.60578534157211	6.56672279556439	-4.03831521056441	0.000875178805343076	0.0140948796855939
"PD_CR"	22990	"PCNX1"	"chr14"	-1.58697604933587	4.59314763374857	-4.03717948564422	0.000877318756238981	0.0141132145124654
"PD_CR"	727896	"LOC727896"	"chr18"	-2.56753928610833	4.01606047231546	-4.03631156762736	0.000878957658353317	0.0141232308265926
"PD_CR"	78989	"COLEC11"	"chr2"	-3.98514718556572	5.08565515367086	-4.03578904614872	0.000879945832085462	0.0141232308265926
"PD_CR"	645	"BLVRB"	"chr19"	-1.63204417569841	6.46210694947027	-4.03415353928182	0.000883046092299803	0.0141568663625584
"PD_CR"	3486	"IGFBP3"	"chr7"	-3.18227340030966	5.53880823475427	-4.03062018089773	0.000889781575753046	0.0142303037530553
"PD_CR"	100132913	NA	NA	-2.53337731286338	4.01013909063844	-4.03018365663167	0.000890617290724326	0.0142303037530553
"PD_CR"	6799	"SULT1A2"	"chr16"	-2.78865230943012	4.29648572227827	-4.03016331556315	0.000890656252497501	0.0142303037530553
"PD_CR"	441951	"ZFAS1"	"chr20"	2.2528143872619	6.48721568882578	4.02722639684983	0.000896299777097173	0.0143042542002869
"PD_CR"	1364	"CLDN4"	"chr7"	3.81708442487883	8.26260499071572	4.0258388423146	0.000898978604398334	0.014330776575997
"PD_CR"	64135	"IFIH1"	"chr2"	-1.82054379889766	4.4704502193028	-4.02402716775555	0.000902488399055008	0.0143565945783098
"PD_CR"	90952	"ESAM"	"chr11"	-1.83088752226018	4.26526275327691	-4.02326474456196	0.000903969585460665	0.0143565945783098
"PD_CR"	51449	"PCYOX1"	"chr2"	-1.61964303044385	7.07962243091108	-4.02306951536986	0.000904349258145549	0.0143565945783098
"PD_CR"	7430	"EZR"	"chr6"	1.41984108576147	7.74133648615769	4.02290296289405	0.000904673288783642	0.0143565945783098
"PD_CR"	55076	"TMEM45A"	"chr3"	-2.62853933329286	3.78139249287506	-4.0220947812492	0.000906247282836502	0.0143653956239955
"PD_CR"	284047	"CCDC144B"	"chr17"	-2.62620804223409	2.92131556599384	-4.0210650997623	0.000908256665332228	0.0143810707054626
"PD_CR"	84851	"TRIM52"	"chr5"	-1.72427454343087	4.25808341583463	-4.02019852093559	0.000909951240461887	0.0143844204353977
"PD_CR"	51285	"RASL12"	"chr15"	-2.64938437096889	0.776651827129324	-4.01991327787318	0.000910509723841527	0.0143844204353977
"PD_CR"	633	"BGN"	"chrX"	-2.39875688334155	8.6970642601369	-4.0192649753546	0.000911780334705126	0.0143867316866145
"PD_CR"	1508	"CTSB"	"chr8"	-2.0735333327177	8.8962469113479	-4.01836366856245	0.000913549780800205	0.0143867316866145
"PD_CR"	5101	"PCDH9"	"chr13"	-5.03716590905772	2.28951178332928	-4.01827768395325	0.000913718766642067	0.0143867316866145
"PD_CR"	10921	"RNPS1"	"chr16"	1.3576235281461	7.72827868473661	4.01359805631634	0.000922963345804001	0.0145160708360156
"PD_CR"	10349	"ABCA10"	"chr17"	-4.3728729683205	2.01408423301627	-4.01166345894149	0.000926812628998586	0.0145421543144285
"PD_CR"	54495	"TMX3"	"chr18"	-1.48377637283032	4.76460136657954	-4.01158336356866	0.000926972343807791	0.0145421543144285
"PD_CR"	65267	"WNK3"	"chrX"	-4.04920635615209	1.36072900740658	-4.01080999509992	0.000928515913360854	0.0145421543144285
"PD_CR"	10161	"LPAR6"	"chr13"	-3.85915369418306	3.45549689404106	-4.01007457165884	0.000929986151747696	0.0145421543144285
"PD_CR"	104	"ADARB1"	"chr21"	-2.57950878855083	2.63715665961601	-4.00971289884774	0.00093071005875699	0.0145421543144285
"PD_CR"	9440	"MED17"	"chr11"	1.87327080364698	3.49550651358486	4.00946782372625	0.000931200912244984	0.0145421543144285
"PD_CR"	22902	"RUFY3"	"chr4"	-1.61651018775798	5.63754344376	-4.00914624028753	0.000931845397809321	0.0145421543144285
"PD_CR"	6345	"SRL"	"chr16"	-4.63032988151407	0.471896419293368	-4.00767363539013	0.000934802394803921	0.0145624517169657
"PD_CR"	143570	"XRRA1"	"chr11"	-1.93197521180528	3.82356379984574	-4.00746962100857	0.000935212801863037	0.0145624517169657
"PD_CR"	28966	"SNX24"	"chr5"	-2.71938254859291	3.20375310544765	-4.00626619283101	0.000937637385356336	0.0145840905457412
"PD_CR"	51101	"ZC2HC1A"	"chr8"	-2.06390714412527	5.00233754123444	-4.00482424135305	0.00094055087484299	0.0146132777599641
"PD_CR"	1741	"DLG3"	"chrX"	2.40385675708509	5.78990568715152	4.00344618379477	0.000943343792721829	0.0146349612815425
"PD_CR"	161198	"CLEC14A"	"chr14"	-2.74936140585461	2.80969927149158	-4.00311140819215	0.000944023545623198	0.0146349612815425
"PD_CR"	28985	"MCTS1"	"chrX"	1.9206948418259	6.81492888606347	4.00243456112877	0.000945399373935714	0.0146401845906616
"PD_CR"	1174	"AP1S1"	"chr7"	2.21971228604775	6.37880770132323	4.00170995081459	0.000946874530731165	0.0146454648586611
"PD_CR"	84168	"ANTXR1"	"chr2"	-3.10129696202796	5.4095531723618	-4.00103844209006	0.000948243654730012	0.0146454648586611
"PD_CR"	26472	"PPP1R14B"	"chr11"	1.43556089274079	6.5573231833264	4.00073735800134	0.000948858175983366	0.0146454648586611
"PD_CR"	30811	"HUNK"	"chr21"	3.35119403419974	5.31831810009969	3.99911330444761	0.000952179844110828	0.0146806546643433
"PD_CR"	57212	"TP73-AS1"	"chr1"	-4.07881214185205	0.78626229981346	-3.9960028617343	0.000958574368038831	0.0147630928900581
"PD_CR"	2055	"CLN8"	"chr8"	-2.07773344322648	3.8400465937463	-3.99292080588705	0.000964953220500786	0.0148358543182195
"PD_CR"	2537	"IFI6"	"chr1"	-3.30292728647148	5.20851739333299	-3.99270360203638	0.00096540437197043	0.0148358543182195
"PD_CR"	9442	"MED27"	"chr9"	1.84097143006397	5.20560425225631	3.99063687886317	0.000969707784736174	0.0148857539242943
"PD_CR"	65108	"MARCKSL1"	"chr1"	2.00970544126035	5.42281112891557	3.98891991523303	0.000973297610452847	0.0149106258095581
"PD_CR"	2159	"F10"	"chr13"	-4.22389037318728	4.20174191603171	-3.98884993650793	0.000973444205562978	0.0149106258095581
"PD_CR"	4069	"LYZ"	"chr12"	-3.69400978248168	6.09945952246517	-3.98698014131685	0.0009773694001554	0.0149544946655699
"PD_CR"	219972	"MPEG1"	"chr11"	-3.45247841942075	3.71617359019862	-3.98624302633013	0.000978921178456002	0.0149619926754902
"PD_CR"	114569	"MAL2"	"chr8"	3.25061974098751	6.73883379040448	3.98473259839754	0.00098210869827664	0.0149944482948152
"PD_CR"	54458	"PRR13"	"chr12"	1.56548401799877	7.45287622367551	3.9835682662832	0.000984572973110493	0.014999570094133
"PD_CR"	83871	"RAB34"	"chr17"	-2.4000639820945	4.34089045643523	-3.98219419880197	0.000987489161743272	0.0150277508286028
"PD_CR"	7329	"UBE2I"	"chr16"	1.49000648028439	6.03813135474694	3.98137245130407	0.000989237316031073	0.0150381146251455
"PD_CR"	10993	"SDS"	"chr12"	-4.65839521142671	2.24593687473366	-3.97990629837138	0.000992364101175014	0.0150635350268886
"PD_CR"	7247	"TSN"	"chr2"	1.55468141040541	6.70285804676044	3.9795865158374	0.000993047405618759	0.0150635350268886
"PD_CR"	6427	"SRSF2"	"chr17"	2.00554757026592	6.29624996071315	3.97847517679943	0.000995425778889272	0.0150675471154312
"PD_CR"	64098	"PARVG"	"chr22"	-3.9322508046227	2.81887007517897	-3.97816243953427	0.0009960961009398	0.0150675471154312
"PD_CR"	8490	"RGS5"	"chr1"	-2.99744480586161	5.46059381654638	-3.97780460448018	0.000996863643547313	0.0150675471154312
"PD_CR"	81794	"ADAMTS10"	"chr19"	-3.85457498851716	0.945168123101709	-3.97746678215545	0.000997588806322546	0.0150675471154312
"PD_CR"	51573	"GDE1"	"chr16"	1.35822333918472	7.2053945158349	3.97566370286303	0.00100146825735942	0.0151099471977613
"PD_CR"	8525	"DGKZ"	"chr11"	1.51254359147712	5.86076790232182	3.97486060424629	0.00100320106835174	0.0151199031606554
"PD_CR"	85014	"TMEM141"	"chr9"	2.62649402062467	7.01468950127717	3.97334459735831	0.00100648032603411	0.0151531204641802
"PD_CR"	5108	"PCM1"	"chr8"	-1.70355797396217	6.99693976950186	-3.97056084930583	0.00101252996146756	0.0152152755926469
"PD_CR"	1829	"DSG2"	"chr18"	2.16645933467875	7.78646311440887	3.97045159816161	0.00101276813127326	0.0152152755926469
"PD_CR"	5602	"MAPK10"	"chr4"	-3.4969028988784	2.41473957673999	-3.96945561994136	0.00101494198838648	0.0152316959535061
"PD_CR"	661	"POLR3D"	"chr8"	-1.56799954285471	4.52888810694966	-3.96883446299449	0.00101630012613635	0.0152358525292697
"PD_CR"	114908	"TMEM123"	"chr11"	1.1415164498876	6.88877912771122	3.96680597117495	0.00102074811341133	0.0152731303435233
"PD_CR"	54873	"PALMD"	"chr1"	-3.93696261863503	3.71288976796446	-3.96671213094956	0.00102095435591818	0.0152731303435233
"PD_CR"	8836	"GGH"	"chr8"	2.49265570127257	5.94448571594757	3.96607571416747	0.00102235418367818	0.0152767727135264
"PD_CR"	9509	"ADAMTS2"	"chr5"	-2.15281465818832	3.98819334239232	-3.96536523126361	0.00102391920674418	0.0152767727135264
"PD_CR"	3912	"LAMB1"	"chr7"	-2.02380929375132	6.56014372614113	-3.96466170285677	0.00102547128803611	0.0152767727135264
"PD_CR"	2296	"FOXC1"	"chr6"	-2.39849785679165	3.54738040758513	-3.96373192693265	0.00102752613795979	0.0152767727135264
"PD_CR"	692205	"SNORD89"	"chr2"	-3.59181725255308	6.89237057429315	-3.96367762599391	0.00102764627374047	0.0152767727135264
"PD_CR"	112483	"SAT2"	"chr17"	-1.85121340725744	6.36356449667871	-3.96365231346624	0.00102770228018897	0.0152767727135264
"PD_CR"	5706	"PSMC6"	"chr14"	1.41514459321134	7.0136731640228	3.96303635217741	0.00102906610276993	0.0152809267863371
"PD_CR"	23452	"ANGPTL2"	"chr9"	-2.90232540676783	4.26347817838935	-3.96163587159774	0.00103217374492394	0.0153005666627105
"PD_CR"	3784	"KCNQ1"	"chr11"	3.07089003603795	5.7589910984378	3.96144403331455	0.00103260016600969	0.0153005666627105
"PD_CR"	287	"ANK2"	"chr4"	-5.53465718580672	1.66637380178137	-3.96073374404733	0.00103418055280347	0.0153005666627105
"PD_CR"	374868	"ATP9B"	"chr18"	-1.87196960426804	3.76060871767325	-3.96048626430329	0.00103473176480011	0.0153005666627105
"PD_CR"	84898	"PLXDC2"	"chr10"	-3.36526147907115	4.03633411706827	-3.95820881043537	0.00103981824913763	0.0153469162165547
"PD_CR"	85458	"DIXDC1"	"chr11"	-1.91012780268022	4.57872359394084	-3.95791604858126	0.00104047392949022	0.0153469162165547
