VCFG_Plate_ID,treatment.id,compared.to,Mahalanobis,mp.value
D05,Ponatinib (AP24534)_0.5uM,DMSO_0uM,1.89,0.327
D10,Tyrphostin AG 879_5uM,DMSO_0uM,1.739,0.327
D15,ONO-4059 analogue_5uM,DMSO_0uM,1.739,0.327
D15,Tyrphostin AG 1296_0.5uM,DMSO_0uM,2.016,0.328
D12,GSK2334470_5uM,DMSO_0uM,1.746,0.328
D16,Chloroquine Phosphate_0.5uM,DMSO_0uM,1.452,0.328
D01,Motesanib Diphosphate (AMG-706)_0.5uM,DMSO_0uM,1.288,0.328
D06,AICAR (Acadesine)_5uM,DMSO_0uM,2.588,0.329
D16,GDC-0349_5uM,DMSO_0uM,2.434,0.329
D05,BS-181 HCl_5uM,DMSO_0uM,2.334,0.329
D14,Bikinin_5uM,DMSO_0uM,1.54,0.329
D03,AG-490 (Tyrphostin B42)_0.5uM,DMSO_0uM,2.243,0.33
D03,BMS-754807_0.5uM,DMSO_0uM,2.204,0.33
D11,RN486_5uM,DMSO_0uM,1.875,0.33
D15,Tyrphostin AG 1296_5uM,DMSO_0uM,1.54,0.33
D16,Butein_0.5uM,DMSO_0uM,1.732,0.331
D15,AG-18_5uM,DMSO_0uM,2.216,0.332
D13,KN-93 Phosphate_0.5uM,DMSO_0uM,1.692,0.332
D02,PHA-665752_5uM,DMSO_0uM,1.456,0.332
D04,Thiazovivin_0.5uM,DMSO_0uM,2.196,0.333
D04,Aurora A Inhibitor I_0.5uM,DMSO_0uM,2.003,0.333
D10,Alpelisib (BYL719)_0.5uM,DMSO_0uM,1.893,0.333
D11,XL019_5uM,DMSO_0uM,1.653,0.333
D05,SP600125_0.5uM,DMSO_0uM,1.643,0.333
D04,TG100-115_0.5uM,DMSO_0uM,2.301,0.334
D04,BX-912_0.5uM,DMSO_0uM,2.162,0.334
D07,Palomid 529 (P529)_0.5uM,DMSO_0uM,1.83,0.334
D15,GSK621_5uM,DMSO_0uM,1.704,0.334
D06,AZ 960_0.5uM,DMSO_0uM,2.266,0.335
D07,Degrasyn (WP1130)_0.5uM,DMSO_0uM,1.967,0.335
D15,DASA-58_0.5uM,DMSO_0uM,1.813,0.335
D14,G-749_5uM,DMSO_0uM,1.693,0.335
D12,CNX-2006_0.5uM,DMSO_0uM,2.012,0.336
D16,ETP-46464_5uM,DMSO_0uM,1.903,0.336
D04,Tivozanib (AV-951)_0.5uM,DMSO_0uM,1.827,0.336
D04,MGCD-265_0.5uM,DMSO_0uM,1.753,0.336
D15,SGI-7079_0.5uM,DMSO_0uM,1.74,0.336
D13,PFK15_5uM,DMSO_0uM,2.054,0.337
D10,IKK-16 (IKK Inhibitor VII)_5uM,DMSO_0uM,2.489,0.338
D06,Gandotinib (LY2784544)_0.5uM,DMSO_0uM,2.073,0.338
D07,A66_0.5uM,DMSO_0uM,1.596,0.338
D14,PF-431396_0.5uM,DMSO_0uM,1.517,0.338
D14,Vacquinol-1_0.5uM,DMSO_0uM,1.391,0.338
D14,G-749_0.5uM,DMSO_0uM,1.25,0.338
D15,VE-821_5uM,DMSO_0uM,2.502,0.339
D05,CP-673451_5uM,DMSO_0uM,2.162,0.339
D09,AZD4547_5uM,DMSO_0uM,2.035,0.339
D06,NVP-BHG712_0.5uM,DMSO_0uM,2.207,0.34
D12,PF-3758309_0.5uM,DMSO_0uM,1.86,0.34
D01,PI-103_0.5uM,DMSO_0uM,1.8,0.34
D02,Linsitinib (OSI-906)_0.5uM,DMSO_0uM,2.476,0.341
D14,SC1_0.5uM,DMSO_0uM,2.302,0.341
D16,Butein_5uM,DMSO_0uM,1.974,0.341
D16,LY2228820_0.5uM,DMSO_0uM,2.068,0.342
D11,Fingolimod (FTY720) HCl_5uM,DMSO_0uM,1.672,0.342
D16,Olmutinib (HM61713_ BI 1482694)_5uM,DMSO_0uM,1.587,0.342
D04,Genistein_0.5uM,DMSO_0uM,1.556,0.344
D04,KU-0063794_0.5uM,DMSO_0uM,1.715,0.345
D02,LY294002_5uM,DMSO_0uM,1.655,0.345
D15,SMI-4a_0.5uM,DMSO_0uM,1.203,0.345
D02,SB202190 (FHPI)_5uM,DMSO_0uM,2.067,0.347
D14,SB239063_0.5uM,DMSO_0uM,1.551,0.347
D05,BIX 02188_0.5uM,DMSO_0uM,1.541,0.347
D14,IM-12_0.5uM,DMSO_0uM,1.507,0.347
D13,ERK5-IN-1_5uM,DMSO_0uM,2.104,0.348
D01,PD184352 (CI-1040)_0.5uM,DMSO_0uM,2.005,0.348
D06,SGI-1776 free base_5uM,DMSO_0uM,1.861,0.348
D15,GSK2636771_5uM,DMSO_0uM,1.693,0.348
D04,AG-1024_0.5uM,DMSO_0uM,1.538,0.348
D14,Filgotinib (GLPG0634)_5uM,DMSO_0uM,1.428,0.348
D02,ZSTK474_0.5uM,DMSO_0uM,1.799,0.349
D06,KW-2449_0.5uM,DMSO_0uM,2.227,0.351
D01,Linifanib (ABT-869)_5uM,DMSO_0uM,1.339,0.351
D11,PD168393_0.5uM,DMSO_0uM,1.681,0.353
D01,Sorafenib Tosylate_0.5uM,DMSO_0uM,1.573,0.353
D14,SU6656_0.5uM,DMSO_0uM,2.357,0.354
D10,CHIR-99021 (CT99021) HCl_5uM,DMSO_0uM,2.034,0.355
D11,VS-5584 (SB2343)_0.5uM,DMSO_0uM,2.006,0.355
D01,Axitinib_0.5uM,DMSO_0uM,2.026,0.356
D15,PQ 401_5uM,DMSO_0uM,1.461,0.36
D06,Doramapimod (BIRB 796)_0.5uM,DMSO_0uM,2.05,0.361
D14,Ro-3306_0.5uM,DMSO_0uM,1.533,0.361
D14,SU6656_5uM,DMSO_0uM,1.943,0.366
D05,Orantinib (TSU-68_ SU6668)_5uM,DMSO_0uM,2.504,0.368
D15,TCS 359_5uM,DMSO_0uM,1.608,0.369
D16,ASP3026_0.5uM,DMSO_0uM,2.013,0.37
D12,SKI II_5uM,DMSO_0uM,2.056,0.372
D11,TAK-715_5uM,DMSO_0uM,1.219,0.471
D01,Axitinib_5uM,DMSO_0uM,0.816,0.471
D11,CZC24832_0.5uM,DMSO_0uM,1.736,0.474
D04,YM201636_0.5uM,DMSO_0uM,1.66,0.475
D01,Rapamycin (Sirolimus)_5uM,DMSO_0uM,1.175,0.476
D04,PD173074_0.5uM,DMSO_0uM,0.919,0.48
D02,GDC-0879_5uM,DMSO_0uM,1.392,0.481
D07,SB590885_5uM,DMSO_0uM,1.736,0.483
D04,CHIR-99021 (CT99021)_0.5uM,DMSO_0uM,1.447,0.483
D05,KRN 633_5uM,DMSO_0uM,1.846,0.484
D09,Fedratinib (SAR302503_ TG101348)_0.5uM,DMSO_0uM,1.815,0.484
D05,Hesperadin_0.5uM,DMSO_0uM,1.63,0.485
D04,Genistein_5uM,DMSO_0uM,1.261,0.485
D10,BAY 11-7082_5uM,DMSO_0uM,1.5,0.486
D13,ERK5-IN-1_0.5uM,DMSO_0uM,1.392,0.489
D04,Rigosertib (ON-01910)_0.5uM,DMSO_0uM,1.036,0.489
D04,Thiazovivin_5uM,DMSO_0uM,1.269,0.491
D15,TCS 359_0.5uM,DMSO_0uM,0.873,0.492
D05,AT7867_5uM,DMSO_0uM,1.41,0.493
D12,GZD824 Dimesylate_0.5uM,DMSO_0uM,1.738,0.494
D12,AZD1208_0.5uM,DMSO_0uM,1.675,0.494
D12,abemaciclib (LY2835219)_0.5uM,DMSO_0uM,1.418,0.494
D01,Sorafenib Tosylate_5uM,DMSO_0uM,0.834,0.494
D11,RN486_0.5uM,DMSO_0uM,1.237,0.495
D14,GNE-7915_0.5uM,DMSO_0uM,1.168,0.495
D04,BX-795_0.5uM,DMSO_0uM,1.098,0.495
D04,WYE-354_0.5uM,DMSO_0uM,1.495,0.496
D04,Ki8751_0.5uM,DMSO_0uM,0.964,0.497
D06,TWS119_0.5uM,DMSO_0uM,1.855,0.498
D07,CCT128930_5uM,DMSO_0uM,1.839,0.498
D02,Brivanib (BMS-540215)_5uM,DMSO_0uM,1.459,0.498
D01,Temsirolimus (CCI-779_ NSC 683864)_0.5uM,DMSO_0uM,1.318,0.498
D03,PD98059_5uM,DMSO_0uM,2.164,0.499
D10,BI-D1870_0.5uM,DMSO_0uM,1.512,0.499
D01,Motesanib Diphosphate (AMG-706)_5uM,DMSO_0uM,1.116,0.5
D01,NVP-AEW541_0.5uM,DMSO_0uM,0.878,0.5
D09,Ipatasertib (GDC-0068)_0.5uM,DMSO_0uM,1.629,0.501
D11,CGI1746_0.5uM,DMSO_0uM,1.62,0.501
D14,D 4476_5uM,DMSO_0uM,1.321,0.502
D01,Lapatinib (GW-572016) Ditosylate_0.5uM,DMSO_0uM,0.99,0.502
D16,Dorsomorphin 2HCl_0.5uM,DMSO_0uM,1.463,0.503
D09,AMG-458_5uM,DMSO_0uM,2.24,0.504
D03,CP-724714_0.5uM,DMSO_0uM,1.915,0.504
D05,BIX 02189_0.5uM,DMSO_0uM,1.732,0.504
D04,Tivozanib (AV-951)_5uM,DMSO_0uM,1.509,0.504
D05,PHT-427_5uM,DMSO_0uM,1.785,0.505
D15,SMI-4a_5uM,DMSO_0uM,1.248,0.505
D15,LJH685_5uM,DMSO_0uM,1.105,0.505
D13,LDC000067_5uM,DMSO_0uM,1.824,0.506
D11,Schisandrin B (Sch B)_0.5uM,DMSO_0uM,1.733,0.506
D03,GSK690693_0.5uM,DMSO_0uM,1.917,0.507
D09,Sotrastaurin_5uM,DMSO_0uM,1.615,0.507
D06,R406_0.5uM,DMSO_0uM,1.171,0.507
D01,Nintedanib (BIBF 1120)_0.5uM,DMSO_0uM,1.148,0.507
D01,Tozasertib (VX-680_ MK-0457)_0.5uM,DMSO_0uM,0.894,0.507
D03,Cabozantinib (XL184_ BMS-907351)_0.5uM,DMSO_0uM,1.851,0.508
D04,Pelitinib (EKB-569)_0.5uM,DMSO_0uM,1.232,0.508
D15,AG-18_0.5uM,DMSO_0uM,0.826,0.508
D12,Skepinone-L_0.5uM,DMSO_0uM,1.459,0.509
D05,BMS-777607_5uM,DMSO_0uM,1.452,0.509
D01,Nilotinib (AMN-107)_5uM,DMSO_0uM,1.283,0.51
D06,R406_5uM,DMSO_0uM,1.919,0.511
D10,PF-477736_0.5uM,DMSO_0uM,1.765,0.511
D06,BMS-265246_0.5uM,DMSO_0uM,1.617,0.511
D08,CAY10505_5uM,DMSO_0uM,1.595,0.511
D01,Gefitinib (ZD1839)_0.5uM,DMSO_0uM,1.535,0.511
D13,Rociletinib (CO-1686_ AVL-301)_0.5uM,DMSO_0uM,1.909,0.513
D10,Go 6983_5uM,DMSO_0uM,1.564,0.513
D14,BLZ945_5uM,DMSO_0uM,1.23,0.513
D12,BIO_5uM,DMSO_0uM,1.78,0.514
D04,Vemurafenib (PLX4032_ RG7204)_0.5uM,DMSO_0uM,1.434,0.514
D01,Temsirolimus (CCI-779_ NSC 683864)_5uM,DMSO_0uM,1.212,0.514
D03,Roscovitine (Seliciclib_CYC202)_0.5uM,DMSO_0uM,1.978,0.515
D08,KX2-391_0.5uM,DMSO_0uM,1.772,0.516
D11,Piceatannol_5uM,DMSO_0uM,1.529,0.518
D09,WP1066_0.5uM,DMSO_0uM,1.802,0.519
D11,PP1_0.5uM,DMSO_0uM,1.122,0.52
D12,Ceritinib (LDK378)_0.5uM,DMSO_0uM,1.436,0.521
D01,Sunitinib Malate_0.5uM,DMSO_0uM,1.156,0.521
D04,MGCD-265_5uM,DMSO_0uM,1.396,0.522
D12,SKI II_0.5uM,DMSO_0uM,1.149,0.522
D04,Ruxolitinib (INCB018424)_0.5uM,DMSO_0uM,1.56,0.523
D01,PD0325901_0.5uM,DMSO_0uM,1.226,0.524
D13,Sorafenib_5uM,DMSO_0uM,1.605,0.525
D11,Piceatannol_0.5uM,DMSO_0uM,1.414,0.525
D04,PD173074_5uM,DMSO_0uM,1.405,0.525
D06,OSI-420_0.5uM,DMSO_0uM,1.383,0.526
D11,ALK-IN-1_0.5uM,DMSO_0uM,1.364,0.526
D01,Bosutinib (SKI-606)_5uM,DMSO_0uM,0.841,0.529
D11,MK-8745_0.5uM,DMSO_0uM,1.224,0.531
D12,AZD1208_5uM,DMSO_0uM,1.374,0.536
D03,TGX-221_5uM,DMSO_0uM,1.972,0.539
D14,GNF-5_0.5uM,DMSO_0uM,1.223,0.546
D14,Anacardic Acid_5uM,DMSO_0uM,1.073,0.624
D09,NVP-BVU972_0.5uM,DMSO_0uM,1.079,0.626
D16,7_8-Dihydroxyflavone_5uM,DMSO_0uM,0.913,0.633
D02,Refametinib (RDEA119_ Bay 86-9766)_0.5uM,DMSO_0uM,1.056,0.637
D03,TGX-221_0.5uM,DMSO_0uM,1.127,0.642
D15,PQ 401_0.5uM,DMSO_0uM,0.695,0.642
D13,HTH-01-015_5uM,DMSO_0uM,1.341,0.644
D16,LY3023414_0.5uM,DMSO_0uM,1.106,0.646
D14,LFM-A13_5uM,DMSO_0uM,1.049,0.646
D10,Tyrphostin AG 879_0.5uM,DMSO_0uM,1.485,0.647
D09,CEP-33779_0.5uM,DMSO_0uM,1.331,0.647
D14,ANA-12_0.5uM,DMSO_0uM,0.832,0.647
D16,7_8-Dihydroxyflavone_0.5uM,DMSO_0uM,0.795,0.647
D03,Triciribine_0.5uM,DMSO_0uM,1.519,0.649
D07,Rebastinib (DCC-2036)_5uM,DMSO_0uM,1.693,0.65
D02,SB203580_5uM,DMSO_0uM,1.303,0.65
D09,PF-04691502_0.5uM,DMSO_0uM,0.857,0.65
D03,CP-724714_5uM,DMSO_0uM,1.532,0.651
D16,BMS-582949_5uM,DMSO_0uM,0.597,0.651
D03,WZ3146_0.5uM,DMSO_0uM,1.507,0.652
D09,TAK-285_5uM,DMSO_0uM,1.3,0.652
D09,Sotrastaurin_0.5uM,DMSO_0uM,1.023,0.652
D03,Brivanib Alaninate (BMS-582664)_0.5uM,DMSO_0uM,1.455,0.653
D16,ETP-46464_0.5uM,DMSO_0uM,1.082,0.653
D16,Palbociclib (PD-0332991) HCl_5uM,DMSO_0uM,0.968,0.654
D01,Cediranib (AZD2171)_0.5uM,DMSO_0uM,0.782,0.654
D15,PLX7904_0.5uM,DMSO_0uM,0.766,0.654
D05,CP-673451_0.5uM,DMSO_0uM,1.327,0.655
D10,PF-562271_0.5uM,DMSO_0uM,1.251,0.655
D13,DDR1-IN-1_5uM,DMSO_0uM,1.551,0.656
D07,Asiatic Acid_0.5uM,DMSO_0uM,1.538,0.656
D02,MLN8054_0.5uM,DMSO_0uM,1.163,0.657
D02,ZM 447439_0.5uM,DMSO_0uM,0.899,0.657
D03,Regorafenib (BAY 73-4506)_5uM,DMSO_0uM,1.411,0.659
D14,Decernotinib (VX-509)_5uM,DMSO_0uM,0.793,0.659
D03,Lenvatinib (E7080)_0.5uM,DMSO_0uM,1.156,0.66
D02,SB216763_0.5uM,DMSO_0uM,1.092,0.66
D13,WZ4003_5uM,DMSO_0uM,1.636,0.663
D06,SGI-1776 free base_0.5uM,DMSO_0uM,1.351,0.663
D16,Perifosine (KRX-0401)_0.5uM,DMSO_0uM,1.256,0.663
D16,Olmutinib (HM61713_ BI 1482694)_0.5uM,DMSO_0uM,1.174,0.663
D02,SB203580_0.5uM,DMSO_0uM,0.773,0.663
D09,Milciclib (PHA-848125)_0.5uM,DMSO_0uM,0.749,0.663
D03,WZ4002_0.5uM,DMSO_0uM,1.229,0.665
D16,BMS-345541_5uM,DMSO_0uM,1.151,0.665
D08,A-674563_0.5uM,DMSO_0uM,1.451,0.666
D09,AZ 628_5uM,DMSO_0uM,1.149,0.666
D15,Purvalanol A_0.5uM,DMSO_0uM,1.04,0.666
D16,Oclacitinib_5uM,DMSO_0uM,1.137,0.668
D02,OSU-03012 (AR-12)_0.5uM,DMSO_0uM,1.048,0.668
D16,AMG 337_0.5uM,DMSO_0uM,1.331,0.669
D01,Saracatinib (AZD0530)_0.5uM,DMSO_0uM,0.581,0.669
D02,U0126-EtOH_0.5uM,DMSO_0uM,1.143,0.67
D13,Bay 11-7085_0.5uM,DMSO_0uM,1.091,0.67
D01,Pazopanib HCl (GW786034 HCl)_0.5uM,DMSO_0uM,0.542,0.67
D03,JNJ-38877605_0.5uM,DMSO_0uM,1.419,0.672
D12,AZD1080_0.5uM,DMSO_0uM,0.963,0.672
D04,AG-1024_5uM,DMSO_0uM,0.836,0.672
D02,SU11274_5uM,DMSO_0uM,0.737,0.672
D09,3-Methyladenine (3-MA)_0.5uM,DMSO_0uM,1.005,0.673
D03,Roscovitine (Seliciclib_CYC202)_5uM,DMSO_0uM,1.464,0.674
D09,Varlitinib_0.5uM,DMSO_0uM,1.064,0.674
D14,SU9516_5uM,DMSO_0uM,0.992,0.674
D02,PF-04217903_5uM,DMSO_0uM,0.909,0.674
D15,CEP-32496_5uM,DMSO_0uM,0.882,0.674
D16,LY2228820_5uM,DMSO_0uM,1.314,0.675
D13,Bay 11-7085_5uM,DMSO_0uM,1.293,0.675
D05,BMS-777607_0.5uM,DMSO_0uM,1.135,0.675
D16,BMS-345541_0.5uM,DMSO_0uM,0.715,0.675
D04,Vemurafenib (PLX4032_ RG7204)_5uM,DMSO_0uM,0.925,0.676
D09,AZD4547_0.5uM,DMSO_0uM,1.146,0.678
D16,BMS-582949_0.5uM,DMSO_0uM,0.733,0.68
D03,WZ8040_0.5uM,DMSO_0uM,1.222,0.682
D05,AZD6482_0.5uM,DMSO_0uM,1.083,0.682
D02,Masitinib (AB1010)_5uM,DMSO_0uM,0.911,0.682
D03,Brivanib Alaninate (BMS-582664)_5uM,DMSO_0uM,1.442,0.683
D11,XL019_0.5uM,DMSO_0uM,1.25,0.683
D02,SL-327_0.5uM,DMSO_0uM,1.162,0.683
D02,Enzastaurin (LY317615)_0.5uM,DMSO_0uM,1.107,0.684
D14,GNE-7915_5uM,DMSO_0uM,0.86,0.684
D15,AZD5363_0.5uM,DMSO_0uM,0.728,0.684
D16,PRT062607 (P505-15_ BIIB057) HCl_0.5uM,DMSO_0uM,0.694,0.684
D02,Brivanib (BMS-540215)_0.5uM,DMSO_0uM,1.087,0.686
D16,BI-78D3_5uM,DMSO_0uM,1.45,0.69
D16,APTSTAT3-9R_0.5uM,DMSO_0uM,1.128,0.691
D16,NSC 23766_0.5uM,DMSO_0uM,0.81,0.691
D02,Masitinib (AB1010)_0.5uM,DMSO_0uM,1.285,0.692
D09,MK-2461_0.5uM,DMSO_0uM,1.152,0.693
D15,AZD3759_0.5uM,DMSO_0uM,0.62,0.81
D13,TG003_0.5uM,DMSO_0uM,0.921,0.816
D05,KU-60019_0.5uM,DMSO_0uM,0.958,0.82
D14,Vacquinol-1_5uM,DMSO_0uM,0.79,0.821
D16,PRT062607 (P505-15_ BIIB057) HCl_5uM,DMSO_0uM,0.541,0.823
D13,URMC-099_5uM,DMSO_0uM,1.383,0.824
D14,FIIN-2_0.5uM,DMSO_0uM,0.424,0.824
D10,GNF-2_0.5uM,DMSO_0uM,1.289,0.825
D13,TAK-632_0.5uM,DMSO_0uM,0.951,0.825
D04,VX-745_0.5uM,DMSO_0uM,0.73,0.825
D01,Imatinib Mesylate (STI571)_0.5uM,DMSO_0uM,0.672,0.825
D05,BIX 02188_5uM,DMSO_0uM,0.631,0.825
D16,Palbociclib (PD-0332991) HCl_0.5uM,DMSO_0uM,0.582,0.825
D12,RKI-1447_5uM,DMSO_0uM,0.993,0.826
D13,XMD8-92_0.5uM,DMSO_0uM,1.071,0.827
D08,A-769662_5uM,DMSO_0uM,1.272,0.828
D07,OSI-027_0.5uM,DMSO_0uM,1.149,0.828
D16,ASP3026_5uM,DMSO_0uM,0.627,0.828
D15,AMG319_5uM,DMSO_0uM,0.749,0.829
D05,Quizartinib (AC220)_0.5uM,DMSO_0uM,1,0.83
D05,HMN-214_0.5uM,DMSO_0uM,0.694,0.83
D08,Ibrutinib (PCI-32765)_0.5uM,DMSO_0uM,1.488,0.831
D16,Chloroquine Phosphate_5uM,DMSO_0uM,0.45,0.831
D05,AZD7762_0.5uM,DMSO_0uM,1.1,0.833
D14,GSK2578215A_5uM,DMSO_0uM,0.671,0.833
D02,Enzastaurin (LY317615)_5uM,DMSO_0uM,0.639,0.833
D05,GSK429286A_0.5uM,DMSO_0uM,1.054,0.834
D05,R406 (free base)_5uM,DMSO_0uM,0.86,0.834
D15,CEP-32496_0.5uM,DMSO_0uM,0.662,0.834
D02,SB216763_5uM,DMSO_0uM,0.641,0.834
D15,VE-821_0.5uM,DMSO_0uM,0.547,0.834
D12,GSK650394_0.5uM,DMSO_0uM,0.912,0.835
D05,PHT-427_0.5uM,DMSO_0uM,0.91,0.835
D14,Anacardic Acid_0.5uM,DMSO_0uM,0.734,0.835
D13,Osimertinib (AZD9291)_0.5uM,DMSO_0uM,1.193,0.837
D02,SU11274_0.5uM,DMSO_0uM,0.761,0.837
D14,Ro-3306_5uM,DMSO_0uM,0.609,0.837
D05,AEE788 (NVP-AEE788)_0.5uM,DMSO_0uM,1.174,0.838
D05,Orantinib (TSU-68_ SU6668)_0.5uM,DMSO_0uM,0.451,0.838
D12,Zotarolimus(ABT-578)_5uM,DMSO_0uM,0.965,0.839
D05,AZD8055_0.5uM,DMSO_0uM,0.289,0.839
D05,R406 (free base)_0.5uM,DMSO_0uM,1.049,0.84
D05,SP600125_5uM,DMSO_0uM,0.928,0.84
D13,WZ4003_0.5uM,DMSO_0uM,0.921,0.84
D05,KU-60019_5uM,DMSO_0uM,0.629,0.84
D15,ETC-1002_0.5uM,DMSO_0uM,0.577,0.84
D05,BS-181 HCl_0.5uM,DMSO_0uM,1.115,0.841
D05,PIK-93_0.5uM,DMSO_0uM,1.079,0.841
D04,Ruxolitinib (INCB018424)_5uM,DMSO_0uM,0.921,0.841
D01,Nintedanib (BIBF 1120)_5uM,DMSO_0uM,0.612,0.843
D05,AT7519_0.5uM,DMSO_0uM,1.238,0.844
D13,URMC-099_0.5uM,DMSO_0uM,1.498,0.845
D08,CHIR-124_0.5uM,DMSO_0uM,1.38,0.845
D10,Semaxanib (SU5416)_0.5uM,DMSO_0uM,1.424,0.846
D10,GW441756_5uM,DMSO_0uM,1.329,0.846
D11,CGI1746_5uM,DMSO_0uM,1.141,0.846
D02,SB202190 (FHPI)_0.5uM,DMSO_0uM,0.698,0.846
D14,IM-12_5uM,DMSO_0uM,0.875,0.847
D10,ZM 306416_0.5uM,DMSO_0uM,1.36,0.852
D03,WZ4002_5uM,DMSO_0uM,1.092,0.854
D08,SB415286_0.5uM,DMSO_0uM,1.249,0.855
D14,WH-4-023_5uM,DMSO_0uM,0.549,0.856
D15,Entrectinib (RXDX-101)_5uM,DMSO_0uM,0.606,0.87
D13,KN-62_0.5uM,DMSO_0uM,1.173,1
D10,GW5074_5uM,DMSO_0uM,1.079,1
D10,Tideglusib_5uM,DMSO_0uM,1.052,1
D07,Fostamatinib (R788)_5uM,DMSO_0uM,1.035,1
D07,LY2603618_0.5uM,DMSO_0uM,1.018,1
D13,GNE-9605_0.5uM,DMSO_0uM,1.018,1
D07,Rebastinib (DCC-2036)_0.5uM,DMSO_0uM,1.013,1
D07,Quercetin_0.5uM,DMSO_0uM,1.005,1
D10,GW441756_0.5uM,DMSO_0uM,0.943,1
D13,FRAX597_0.5uM,DMSO_0uM,0.941,1
D13,JNK Inhibitor IX_0.5uM,DMSO_0uM,0.932,1
D13,EHop-016_0.5uM,DMSO_0uM,0.923,1
D08,AS-252424_5uM,DMSO_0uM,0.914,1
D10,ZM 323881 HCl_5uM,DMSO_0uM,0.9,1
D08,PF-00562271_0.5uM,DMSO_0uM,0.877,1
D13,HTH-01-015_0.5uM,DMSO_0uM,0.868,1
D13,EHop-016_5uM,DMSO_0uM,0.85,1
D08,CH5132799_0.5uM,DMSO_0uM,0.838,1
D10,Torin 2_0.5uM,DMSO_0uM,0.824,1
D11,JNK-IN-8_0.5uM,DMSO_0uM,0.816,1
D12,SSR128129E_0.5uM,DMSO_0uM,0.813,1
D13,GNE-0877_5uM,DMSO_0uM,0.803,1
D11,AZD2932_0.5uM,DMSO_0uM,0.793,1
D07,Fostamatinib (R788)_0.5uM,DMSO_0uM,0.784,1
D10,TDZD-8_5uM,DMSO_0uM,0.782,1
D13,AR-A014418_0.5uM,DMSO_0uM,0.78,1
D11,Duvelisib (IPI-145_ INK1197)_0.5uM,DMSO_0uM,0.763,1
D11,CZC24832_5uM,DMSO_0uM,0.762,1
D10,IKK-16 (IKK Inhibitor VII)_0.5uM,DMSO_0uM,0.758,1
D06,BMS-265246_5uM,DMSO_0uM,0.738,1
D09,MK-2461_5uM,DMSO_0uM,0.732,1
D06,RAF265 (CHIR-265)_0.5uM,DMSO_0uM,0.723,1
D07,PP121_0.5uM,DMSO_0uM,0.714,1
D08,AG-1478 (Tyrphostin AG-1478)_0.5uM,DMSO_0uM,0.709,1
D10,Icotinib_0.5uM,DMSO_0uM,0.693,1
D09,Tivantinib (ARQ 197)_0.5uM,DMSO_0uM,0.68,1
D11,AZ20_0.5uM,DMSO_0uM,0.648,1
D09,NVP-BVU972_5uM,DMSO_0uM,0.646,1
D13,PD173955_5uM,DMSO_0uM,0.612,1
D11,Fingolimod (FTY720) HCl_0.5uM,DMSO_0uM,0.61,1
D09,INK 128 (MLN0128)_0.5uM,DMSO_0uM,0.606,1
D04,OSI-930_0.5uM,DMSO_0uM,0.598,1
D10,WHI-P154_5uM,DMSO_0uM,0.597,1
D09,Dovitinib (TKI-258) Dilactic Acid_0.5uM,DMSO_0uM,0.595,1
D10,S-Ruxolitinib (INCB018424)_0.5uM,DMSO_0uM,0.594,1
D12,BIO_0.5uM,DMSO_0uM,0.594,1
D02,PF-04217903_0.5uM,DMSO_0uM,0.589,1
D03,Lenvatinib (E7080)_5uM,DMSO_0uM,0.578,1
D13,PD173955_0.5uM,DMSO_0uM,0.568,1
D12,PF-543_0.5uM,DMSO_0uM,0.561,1
D02,Y-27632 2HCl_0.5uM,DMSO_0uM,0.553,1
D09,AZ 628_0.5uM,DMSO_0uM,0.548,1
D09,WP1066_5uM,DMSO_0uM,0.547,1
D12,NU6027_0.5uM,DMSO_0uM,0.534,1
D15,ZM 39923 HCl_0.5uM,DMSO_0uM,0.53,1
D15,GSK621_0.5uM,DMSO_0uM,0.525,1
D04,ENMD-2076_0.5uM,DMSO_0uM,0.519,1
D10,Go 6983_0.5uM,DMSO_0uM,0.5,1
D09,MK-5108 (VX-689)_0.5uM,DMSO_0uM,0.496,1
D02,GDC-0879_0.5uM,DMSO_0uM,0.491,1
D15,VPS34-IN1_0.5uM,DMSO_0uM,0.491,1
D09,Dabrafenib (GSK2118436)_5uM,DMSO_0uM,0.482,1
D10,CHIR-99021 (CT99021) HCl_0.5uM,DMSO_0uM,0.465,1
D04,Flavopiridol (Alvocidib)_0.5uM,DMSO_0uM,0.461,1
D08,NVP-BSK805 2HCl_0.5uM,DMSO_0uM,0.459,1
D13,GNE-9605_5uM,DMSO_0uM,0.453,1
D09,PHA-767491_0.5uM,DMSO_0uM,0.442,1
D01,Imatinib Mesylate (STI571)_5uM,DMSO_0uM,0.439,1
D09,TAK-285_0.5uM,DMSO_0uM,0.439,1
D14,BLZ945_0.5uM,DMSO_0uM,0.437,1
D13,AZD2858_0.5uM,DMSO_0uM,0.424,1
D11,PP2_0.5uM,DMSO_0uM,0.402,1
D09,3-Methyladenine (3-MA)_5uM,DMSO_0uM,0.397,1
D01,Cediranib (AZD2171)_5uM,DMSO_0uM,0.389,1
D09,Vistusertib (AZD2014)_0.5uM,DMSO_0uM,0.382,1
D13,HS-173_0.5uM,DMSO_0uM,0.379,1
D13,DDR1-IN-1_0.5uM,DMSO_0uM,0.378,1
D08,Crenolanib (CP-868596)_0.5uM,DMSO_0uM,0.372,1
D15,ETC-1002_5uM,DMSO_0uM,0.365,1
